S.No,University Name,State/UT,Type,Year Established
8014,"Uttarakhand Institute of Technical and Professional Education, Ramnagar",Unknown,Unknown,
8015,"UIT Dehradun - Uttaranchal Institute of Technology, Dehradun",Unknown,Unknown,
8016,"Uttar Pradesh State Institute of Forensic Science, Lucknow",Unknown,Unknown,
8017,"UVPCE Mehsana - UV Patel College of Engineering, Mehsana",Unknown,Unknown,
8018,"Vaagdevi College of Engineering, Warangal",Unknown,Unknown,
8019,"Vaagdevi Engineering College, Warangal",Unknown,Unknown,
8020,"Vaagdevi Institute of Technology and Science, Kadapa",Unknown,Unknown,
8021,"Vaageshwari College of Engineering, Karim Nagar",Unknown,Unknown,
8022,"Vaageshwari Engineering College, Karim Nagar",Unknown,Unknown,
8023,"Vaageswari College of Engineering, Karimnagar",Unknown,Unknown,
8024,"Vaageswari Engineering College, Karimnagar",Unknown,Unknown,
8025,"Vaani Polytechnic College, Vellore",Unknown,Unknown,
8026,"Vadodara Institute of Architecture, Vadodara",Unknown,Unknown,
8027,"Vadodara Institute of Engineering, Vadodara",Unknown,Unknown,
8028,"Vagdevi Degree College, Narasaraopet",Unknown,Unknown,
8029,"Vaigai College of Engineering, Madurai",Unknown,Unknown,
8030,"Vaish College of Engineering, Rohtak",Unknown,Unknown,
8031,"Vaish College, Rohtak",Unknown,Unknown,
8032,"Vaishnavi Institute of Technology and Science, Bhopal",Unknown,Unknown,
8033,"Vaishnavi Institute of Technology, Tirupati",Unknown,Unknown,
8034,"Vaishno College of Engineering, Kangra",Unknown,Unknown,
8035,"Vaish Technical Institute, Rohtak",Unknown,Unknown,
8036,"Valia Institute of Technology, Valia",Unknown,Unknown,
8037,"Valia Koonambaikulathamma College of Engineering and Technology, Trivandrum",Unknown,Unknown,
8038,"Valia Polytechnic College, Valia",Unknown,Unknown,
8039,"Valivalam Desikar Polytechnic College, Nagapattinam",Unknown,Unknown,
8040,"Valliammai Polytechnic College, Kanchipuram",Unknown,Unknown,
8041,"Valluvar College of Science and Management, Karur",Unknown,Unknown,
8042,"Vandayar Engineering College, Thanjavur",Unknown,Unknown,
8043,"Vandayar Polytechnic College, Thanjavur",Unknown,Unknown,
8044,"Varadharajan Polytechnic College, Perambalur",Unknown,Unknown,
8045,"Varadha Reddy College of Engineering, Warangal",Unknown,Unknown,
8046,"Varaha College of Architecture and Planning, Visakhapatnam",Unknown,Unknown,
8047,"Varaprasad Reddy Institute of Technology, Guntur",Unknown,Unknown,
8048,"Vardey Devi Institute of Engineering and Technology, Jind",Unknown,Unknown,
8049,"Vardhaman College of Engineering, Hyderabad",Unknown,Unknown,
8050,"Varuvan Vadivelan Institute of Technology, Dharmapuri",Unknown,Unknown,
8051,"Vasantdada Patil Pratishthan's Manohar Phalke College of Architecture, Mumbai",Unknown,Unknown,
8052,"VSI Pune - Vasantdada Sugar Institute, Pune",Unknown,Unknown,
8053,"Vasantha Murugu Polytechnic College, Nagapattinam",Unknown,Unknown,
8054,"Vasant Polytechnic College, Beed",Unknown,Unknown,
8055,"Vasantrao Naik College of Agricultural Biotechnology, Yavatmal",Unknown,Unknown,
8056,"Vasantrao Naik Institute of Technology, Nanded",Unknown,Unknown,
8057,"Vasavi College of Engineering (VCE) - Vasavi College of Engineering, Hyderabad",Unknown,Unknown,
8058,"Vashisth Polytechnic College, Sriganganagar",Unknown,Unknown,
8059,"VVIT Guntur - Vasireddy Venkatadri Institute of Technology, Guntur",Unknown,Unknown,
8060,"Vathsalya Institute of Science and Technology, Nalgonda",Unknown,Unknown,
8061,"Vaugh Institute of Agricultural Engineering and Technology, Allahabad",Unknown,Unknown,
8062,"VDA Degree College, Visakhapatnam",Unknown,Unknown,
8063,"Vedang Institute of Technology, Bhubaneswar",Unknown,Unknown,
8064,"Vedant College of Engineering and Technology, Bundi",Unknown,Unknown,
8065,"Vedant Institute of Management and Technology, Ghaziabad",Unknown,Unknown,
8066,"Vedavyasa College of Architecture, Malappuram",Unknown,Unknown,
8067,"Vedavyasa Institute of Technology, Malappuram",Unknown,Unknown,
8068,"Vedhantha Institute of Technology, Villupuram",Unknown,Unknown,
8069,"Vedica Institute of Technology, Bhopal",Unknown,Unknown,
8070,"Vedic Gurukul Institute of Engineering and Technology, Jaipur",Unknown,Unknown,
8071,"Veena Institute of Technical Education Women Polytechnic College, Karauli",Unknown,Unknown,
8072,"Veerammal College of Engineering, Dindigul",Unknown,Unknown,
8073,"Veerappa Nisty Engineering College, Shorapur",Unknown,Unknown,
8074,"Veerayatan Institute of Engineering, Haripar",Unknown,Unknown,
8075,"VKIT Bijnor - Veer Kunwar Institute of Technology, Bijnor",Unknown,Unknown,
8076,"VJTI Mumbai - Veermata Jijabai Technological Institute, Mumbai",Unknown,Unknown,
8077,"Velaga Nageswara Rao College of Engineering, Ponnur",Unknown,Unknown,
8078,"VCET Erode - Velalar College of Engineering and Technology, Erode",Unknown,Unknown,
8079,"VCET Madurai - Velammal College of Engineering and Technology, Madurai",Unknown,Unknown,
8080,"VEC Chennai - Velammal Engineering College, Chennai",Unknown,Unknown,
8081,"Velammal Institute of Technology, Thiruvallur",Unknown,Unknown,
8082,"Vellalar College For Women, Thindal",Unknown,Unknown,
8083,"VIT Chennai - Vellore Institute of Technology, Chennai Campus",Unknown,Unknown,
8084,"Vellore Polytechnic College, Vellore",Unknown,Unknown,
8085,"Vel Tech High Tech Dr Rangarajan Dr Sakunthala Engineering College, Chennai",Unknown,Unknown,
8086,"Vel Tech Multi Tech Dr Rangarajan Dr Sakunthala Engineering College, Chennai",Unknown,Unknown,
8087,"Veludaiyar Polytechnic College, Tiruvarur",Unknown,Unknown,
8088,"Vemana Institute of Technology, Bangalore",Unknown,Unknown,
8089,"Vemu Institute of Technology, Chittoor",Unknown,Unknown,
8090,"Venkateshwara College of Engineering, Meerut",Unknown,Unknown,
8091,"Venkateshwara Institute of Technology, Meerut",Unknown,Unknown,
8092,"Venkatesvara Polytechnic College, Pudukkottai",Unknown,Unknown,
8093,"Venkatramana Polytechnic College, Karur",Unknown,Unknown,
8094,"Venus Group of Educational and Research Institute, Balasore",Unknown,Unknown,
8095,"Verghese Kurien Institute of Dairy and Food Technology, Mannuthy",Unknown,Unknown,
8096,"Vethamonikam Memorial CSI Polytechnic College, Kanyakumari",Unknown,Unknown,
8097,"Vethathiri Maharishi Institute of Technology, Thiruvallur",Unknown,Unknown,
8098,"VET Institute of Arts and Science, Erode",Unknown,Unknown,
8099,"Vetri Vinayaha College of Engineering and Technology, Tiruchirappalli",Unknown,Unknown,
8100,"Vetri Vinayaha Polytechnic College, Thottiyam",Unknown,Unknown,
8101,"Vickram College of Engineering, Enathi",Unknown,Unknown,
8102,"Vickram Polytechnic College, Sivagangai",Unknown,Unknown,
8103,"Vidarbha Institute of Technology, Nagpur",Unknown,Unknown,
8104,"Vidhyadeep Institute of Engineering and Technology, Surat",Unknown,Unknown,
8105,"Vidhyalakshmi Polytechnic College, Salem",Unknown,Unknown,
8106,"Vidhya Mandhir Institute of Technology, Erode",Unknown,Unknown,
8107,"Vidhyapeeth Institute of Science and Technology, Bhopal",Unknown,Unknown,
8108,"Vidyaa Vikas College of Engineering and Technology, Tiruchengode",Unknown,Unknown,
8109,"Vidya Bharathi Institute of Technology, Warangal",Unknown,Unknown,
8110,"Vidyabharti Trust Institute of Technology and Research Centre, Surat",Unknown,Unknown,
8111,"Vidya Bhavan College for Engineering Technology, Kanpur",Unknown,Unknown,
8112,"Vidya Bhawan Polytechnic College, Udaipur",Unknown,Unknown,
8113,"VCE Meerut - Vidya College of Engineering, Meerut",Unknown,Unknown,
8114,"Vidyadaan Institute of Technology and Management, Buxar",Unknown,Unknown,
8115,"VJIT Hyderabad - Vidya Jyothi Institute of Technology, Hyderabad",Unknown,Unknown,
8116,"VIT Mumbai - Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,
8117,"Vidyamandir College of Architecture for Women, Surat",Unknown,Unknown,
8118,"VMIT Ranchi - Vidya Memorial Institute of Technology, Ranchi",Unknown,Unknown,
8119,"Vidya Niketan College of Engineering, Ahmednagar",Unknown,Unknown,
8120,"Vidya Niketan Institute of Engineering and Technology, Nagpur",Unknown,Unknown,
8121,"Vidya Prasarak Mandal's College of Engineering, Thane",Unknown,Unknown,
8122,"Vidya Prasarini Sabha's College of Engineering and Technology, Lonavala",Unknown,Unknown,
8123,"Vidya Pratishthan's Arts Science and Commerce College, Pune",Unknown,Unknown,
8124,"Vidya Pratishthan's Indapur College of Architecture, Pune",Unknown,Unknown,
8125,"VPKBIET Baramati - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology, Pune",Unknown,Unknown,
8126,"Vidya Pratishthan's Polytechnic College, Indapur",Unknown,Unknown,
8127,"Vidyasagar College, Kolkata",Unknown,Unknown,
8128,"Vidyasagar Institute of Polytechnic and Pharmacy College, Mansa",Unknown,Unknown,
8129,"Vidyasagar Institute of Technology, Indore",Unknown,Unknown,
8130,"VVCE Mysore - Vidyavardhaka College of Engineering, Mysore",Unknown,Unknown,
8131,"Vidyavardhini Institute of Technology, Kolhapur",Unknown,Unknown,
8132,"VCET Vasai - Vidyavardhini's College of Engineering and Technology, Vasai",Unknown,Unknown,
8133,"VVIT Purnea - Vidya Vihar Institute of Technology, Purnea",Unknown,Unknown,
8134,"VVIET Mysore - Vidya Vikas Institute of Engineering and Technology, Mysore",Unknown,Unknown,
8135,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Unknown,Unknown,
8136,"Vidyodaya College, Manawar",Unknown,Unknown,
8137,"VIF College of Engineering and Technology, Moinabad",Unknown,Unknown,
8138,"Vignana Bharathi Engineering College, Ibrahimpatnam",Unknown,Unknown,
8139,"VBIT Ghatkesar - Vignana Bharathi Institute of Technology, Ghatkesar",Unknown,Unknown,
8140,"Vignana Bharathi Institute of Technology, Proddatur",Unknown,Unknown,
8141,"Vignan Institute of Technology and Management, Berhampur",Unknown,Unknown,
8142,"Vignan Institute of Technology and Science, Nalgonda",Unknown,Unknown,
8143,"Vignan's Institute of Engineering for Women, Visakhapatnam",Unknown,Unknown,
8144,"VIIT Visakhapatnam - Vignan's Institute of Information Technology, Visakhapatnam",Unknown,Unknown,
8145,"VMTW Ghatkesar - Vignan's Institute of Management and Technology for Women, Ghatkesar",Unknown,Unknown,
8146,"Vignan's Institute of Technology and Aeronautical Engineering, Nalgonda",Unknown,Unknown,
8147,"VLITS Guntur - Vignan's Lara Institute of Technology and Science, Guntur",Unknown,Unknown,
8148,"Vignan's Nirula Institute of Technology and Science for Women, Guntur",Unknown,Unknown,
8149,"Vignesh Polytechnic College, Manalurpet",Unknown,Unknown,
8150,"Vigneshwara Polytechnic College, Cuddalore",Unknown,Unknown,
8151,"VIIT Polytechnic College, Bulandshahr",Unknown,Unknown,
8152,"Vijaya Engineering College, Khammam",Unknown,Unknown,
8153,"Vijaya Institute of Technology for Women, Vijayawada",Unknown,Unknown,
8154,"Vijaya Krishna Institute of Technology and Sciences, Ranga Reddy",Unknown,Unknown,
8155,"Vijayam Institute of Technology, Chittoor",Unknown,Unknown,
8156,"Vijayanjali Institute of Technology, Balasore",Unknown,Unknown,
8157,"VVIT Bangalore - Vijaya Vittala Institute of Technology, Bangalore",Unknown,Unknown,
8158,"Vijay College of Engineering for Women, Nizamabad",Unknown,Unknown,
8159,"Vijay Institute of Technology and Science, Nizamabad",Unknown,Unknown,
8160,"Vijay Pratap Institute of Technology, Jaunpur",Unknown,Unknown,
8161,"VREC Nizamabad - Vijay Rural Engineering College, Nizamabad",Unknown,Unknown,
8162,"Vijnan Institute of Science and Technology, Ernakulam",Unknown,Unknown,
8163,"Vikas College of Engineering and Technology, Vijayawada",Unknown,Unknown,
8164,"Vikash Institute of Technology, Bargarh",Unknown,Unknown,
8165,"Vikas Institute of Engineering and Technology, Gorakhpur",Unknown,Unknown,
8166,"Vikas Polytechnic College, Bharatpur",Unknown,Unknown,
8167,"Vikrama Simhapuri University College of Engineering, Nellore",Unknown,Unknown,
8168,"Vikram Sarabhai Institute of Engineering and Technology, Greater Noida",Unknown,Unknown,
8169,"Vikrant Institute of Technology and Management, Indore",Unknown,Unknown,
8170,"Vilasrao Deshmukh College of Engineering and Technology, Nagpur",Unknown,Unknown,
8171,"Vimal Jyothi Engineering College, Kannur",Unknown,Unknown,
8172,"Vinayaka Mission's Kirupananda Variyar Arts and Science College, Salem",Unknown,Unknown,
8173,"VMKVEC Salem - Vinayaka Mission's Kirupananda Variyar Engineering College, Salem",Unknown,Unknown,
8174,"Vinayak College of Polytechnic, Karnal",Unknown,Unknown,
8175,"Vindhya Institute of Technology and Science, Allahabad",Unknown,Unknown,
8176,"VITS Indore - Vindhya Institute of Technology and Science, Indore",Unknown,Unknown,
8177,"Vindhya Institute of Technology and Science, Jabalpur",Unknown,Unknown,
8178,"VITS Satna - Vindhya Institute of Technology and Science, Satna",Unknown,Unknown,
8179,"Vindhya Polytechnic College of Engineering and Technology, Mirzapur",Unknown,Unknown,
8180,"Vins Christian College of Engineering, Nagercoil",Unknown,Unknown,
8181,"Vins Christian Womens College of Engineering, Nagercoil",Unknown,Unknown,
8182,"Vinuthna Institute of Technology and Science, Warangal",Unknown,Unknown,
8183,"Virudhunagar S Vellaichamy Nadar Polytechnic College, Virudhunagar",Unknown,Unknown,
8184,"Visakha Institute of Engineering and Technology, Visakhapatnam",Unknown,Unknown,
8185,"VIT Bhimavaram - Vishnu Institute of Technology, Bhimavaram",Unknown,Unknown,
8186,"Vishnu Lakshmi College of Engineering and Technology, Vellalore",Unknown,Unknown,
8187,"Vishnu Sree Institute of Technology, Nalgonda",Unknown,Unknown,
8188,"Vishveshwarya Institute of Polytechnic, Dadri",Unknown,Unknown,
8189,"Vishveshwarya Institute of Technology, Gautam Buddh Nagar",Unknown,Unknown,
8190,"Vishwa Bharathi Institute of Technology and Sciences, Ranga Reddy",Unknown,Unknown,
8191,"Vishwa Bharathi PG College of Engineering and Management, Hyderabad",Unknown,Unknown,
8192,"Vishwabharati Academy's College of Engineering, Ahmednagar",Unknown,Unknown,
8193,"VGEC Ahmedabad - Vishwakarma Government Engineering College, Ahmedabad",Unknown,Unknown,
8194,"VIIT Pune - Vishwakarma Institute of Information Technology, Pune",Unknown,Unknown,
8195,"VIT Pune - Vishwakarma Institute of Technology, Pune",Unknown,Unknown,
8196,"Vishwaniketan College of Architecture, Art and Design, Raigad",Unknown,Unknown,
8197,"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology, Khalapur",Unknown,Unknown,
8198,"Vishwatmak Om Gurudev College of Engineering, Thane",Unknown,Unknown,
8199,"Vishwavidyalaya Engineering College Sarguja University, Surguja",Unknown,Unknown,
8200,"Vision Institute of Technology, Aligarh",Unknown,Unknown,
8201,"Vision Institute of Technology, Kanpur",Unknown,Unknown,
8202,"Visvesvaraya College of Engineering and Technology, Ibrahimpatnam",Unknown,Unknown,
8203,"Visvesvaraya Community College, Udaipur",Unknown,Unknown,
8204,"Visvesvaraya Technological University, Centre for Postgraduate Studies, Muddenahalli",Unknown,Unknown,
8205,"Visvesvaraya Technological University Regional Center, Kalaburagi",Unknown,Unknown,
8206,"Visvesvaraya Technological University Regional Center, Mysuru",Unknown,Unknown,
8207,"Visvodaya Engineering College, Kavali",Unknown,Unknown,
8208,"Visvodaya Engineering College, Nellore",Unknown,Unknown,
8209,"Viswajyothi College of Engineering and Technology, Ernakulam",Unknown,Unknown,
8210,"Viswam Degree and PG College, Madanapalle",Unknown,Unknown,
8211,"Viswam Engineering College, Chittoor",Unknown,Unknown,
8212,"Viswanadha Institute of Technology and Management, Visakhapatnam",Unknown,Unknown,
8213,"VITS Engineering College, Khorda",Unknown,Unknown,
8214,"VITS Women's Engineering College, Karim Nagar",Unknown,Unknown,
8215,"Viva College of Diploma Engineering and Technology, Mumbai",Unknown,Unknown,
8216,"Viva Institute of Technology, Thane",Unknown,Unknown,
8217,"VCET Puttur - Vivekananda College of Engineering and Technology, Puttur",Unknown,Unknown,
8218,"Vivekananda College of Polytechnic, Adilabad",Unknown,Unknown,
8219,"Vivekananda College of Polytechnic, Aligarh",Unknown,Unknown,
8220,"VCTM Aligarh - Vivekananda College of Technology and Management, Aligarh",Unknown,Unknown,
8221,"Vivekananda College, Thakurpukur",Unknown,Unknown,
8222,"Vivekananda Institute of Engineering and Technology, Keesara",Unknown,Unknown,
8223,"Vivekananda Institute of Professional Studies Technical Campus, Delhi (VIPS Delhi) - Vivekananda Institute of Professional Studies Technical Campus, Delhi",Unknown,Unknown,
8224,"VITS Karimnagar - Vivekananda Institute of Technology and Science, Karim Nagar",Unknown,Unknown,
